date,rice_price,sugar_price,wheat_price,rainfall_mm,temp_c,month,year,wheat_price_lag1,wheat_price_lag2,wheat_price_lag4,rice_price_lag1,rice_price_lag2,rice_price_lag4,sugar_price_lag1,sugar_price_lag2,sugar_price_lag4,wheat_price_roll4,wheat_price_roll8,rice_price_roll4,rice_price_roll8,sugar_price_roll4,sugar_price_roll8,wheat_price_momentum,rice_price_momentum,sugar_price_momentum,rainfall_lag2,rainfall_lag4,is_summer,is_harvest,is_crushing
2020-07-01,84.22999999999999,83.465,46.615,73.1,31.788709677419355,7,2020,49.595,40.375,40.25,83.10499999999999,81.57499999999999,81.445,80.47,82.08500000000001,80.94999999999999,42.6175,41.612500000000004,81.89249999999998,81.73499999999999,81.38875,78.05437500000001,23.217391304347835,2.038185278408733,-1.925655088360756,18.9,129.7,1,0,0
2020-08-01,84.765,94.245,43.0,108.0,30.966129032258063,8,2020,46.615,49.595,40.25,84.22999999999999,83.10499999999999,81.445,83.465,80.47,82.05,44.20875,42.38125,82.58874999999999,82.099375,82.0175,79.37249999999999,15.45510835913313,3.254673613239345,1.6811841383931325,18.1,18.8,1,0,0
2020-09-01,85.31,94.29,43.0,53.2,30.271666666666665,9,2020,43.0,46.615,40.375,84.765,84.22999999999999,81.57499999999999,94.245,83.465,82.08500000000001,44.89625,42.698125000000005,83.41874999999999,82.43187499999999,85.06625,82.361875,-13.29771146284907,1.997473076228884,17.118180688455343,73.1,18.9,0,0,0
2020-10-01,85.31,98.74,43.0,0.0,26.030645161290323,10,2020,43.0,43.0,49.595,85.31,84.765,83.10499999999999,94.29,94.245,80.47,45.5525,42.916875000000005,84.35249999999999,82.91499999999999,88.1175,84.72625000000001,-7.755014480317501,1.282203490442857,12.969508177080225,108.0,18.1,0,0,0
2020-11-01,85.31,94.94,43.0,9.8,18.40333333333333,11,2020,43.0,43.0,46.615,85.31,85.31,84.22999999999999,98.74,94.29,83.465,43.90375,43.260625000000005,84.90375,83.398125,92.685,87.03687500000001,0.0,0.6429540494307773,4.769483792243601,53.2,73.1,0,0,1
2020-12-01,85.31,82.965,45.385000000000005,15.2,13.574193548387097,12,2020,43.0,43.0,43.0,85.31,85.31,84.765,94.94,98.74,94.245,43.0,43.604375000000005,85.17375,83.88125,95.55375000000001,88.785625,0.0,0.0,0.6893626047300705,0.0,108.0,0,0,1
2021-01-01,85.31,91.545,43.0,40.4,11.887096774193548,1,2021,45.385000000000005,43.0,43.0,85.31,85.31,85.31,82.965,94.94,94.29,43.59625,44.24625,85.31,84.364375,92.73375,88.9,5.54651162790698,0.0,-15.976301397609882,9.8,53.2,0,0,1
2021-02-01,85.31,93.765,43.65,1.1,16.803571428571427,2,2021,43.0,45.385000000000005,43.0,85.31,85.31,85.31,91.545,82.965,98.74,43.59625,44.574375,85.31,84.83125000000001,92.0475,90.0825,0.0,0.0,-3.5759427006530453,15.2,0.0,0,0,1
2021-03-01,86.925,97.85,43.0,10.1,21.906451612903226,3,2021,43.65,43.0,43.0,85.31,85.31,85.31,93.765,91.545,94.94,43.75875,43.83125,85.31,85.106875,90.80375,91.74437499999999,-3.8228489589071435,0.0,13.01753751581991,40.4,9.8,0,0,0
2021-04-01,87.905,95.635,47.015,19.7,25.176666666666662,4,2021,43.0,43.65,45.385000000000005,86.925,85.31,85.31,97.85,93.765,82.965,43.75875,43.379374999999996,85.71375,85.44375,91.53125,93.5425,0.0,1.8930957683741534,6.887323174395088,1.1,15.2,0,1,0
2021-05-01,91.265,94.325,53.125,5.6,30.55322580645161,5,2021,47.015,43.0,43.0,87.905,86.925,85.31,95.635,97.85,91.545,44.166250000000005,43.881249999999994,86.3625,85.83625,94.69875,93.71625,7.709049255441003,3.0418473801430146,1.9943475710552994,10.1,40.4,1,1,0
2021-06-01,92.925,98.025,53.35,10.7,33.005,6,2021,53.125,47.015,43.65,91.265,87.905,85.31,94.325,95.635,93.765,46.697500000000005,45.146874999999994,87.85125,86.58062500000001,95.39375,93.720625,23.546511627906973,4.992809893586436,-3.6024527337761847,19.7,1.1,1,0,0
2021-07-01,93.455,102.655,54.105,92.8,32.0,7,2021,53.35,53.125,43.0,92.925,91.265,86.925,98.025,94.325,97.85,49.1225,46.440625,89.755,87.5325,96.45875000000001,93.63125,13.47442305647133,5.710710426028087,2.4990850629999395,5.6,10.1,1,0,0
